1 2.9321011963700556 0.83 0.07 0.1
2 3.022029021148046 0.81 0.07 0.12
3 3.0856571009954323 0.77 0.08 0.15
4 3.1131685204364374 0.76 0.08 0.16
5 3.133363436906022 0.75 0.08 0.17
6 3.1441237382423948 0.73 0.09 0.18
7 3.150983283339283 0.72 0.09 0.19
8 3.160140500203948 0.72 0.09 0.19
9 3.168904477023434 0.71 0.09 0.2
10 3.171483053691583 0.71 0.09 0.2
11 3.1782446066361336 0.7 0.09 0.21
12 3.1774678196303046 0.7 0.09 0.21
13 3.1813207189833883 0.69 0.09 0.22
14 3.1808975066372707 0.69 0.09 0.22
15 3.180520387266884 0.69 0.09 0.22
16 3.180816125620595 0.69 0.09 0.22
17 3.1810373246822006 0.68 0.09 0.23
18 3.1789778243251785 0.68 0.09 0.23
19 3.177667744710054 0.68 0.09 0.23
20 3.175569564836623 0.68 0.09 0.23
