1 2.1434220024960537 0.88 0.0 0.12
1 2.40656088572766 0.88 0.0 0.12
1 2.649982607789424 0.89 0.0 0.11
1 2.8520732344202595 0.89 0.0 0.11
1 2.991116543530298 0.89 0.0 0.11
2 2.2762036608241676 0.85 0.0 0.15
2 2.5352436147751627 0.85 0.0 0.15
2 2.772055036290949 0.85 0.0 0.15
2 2.966431005791491 0.86 0.0 0.14
2 3.0973297318018145 0.86 0.0 0.14
3 2.3835946158420858 0.82 0.0 0.18
3 2.6363928496468443 0.82 0.0 0.18
3 2.86552163687 0.83 0.0 0.17
3 3.0514963225713556 0.83 0.0 0.17
3 3.1746102240121497 0.84 0.0 0.16
4 2.4352296355631626 0.8 0.0 0.2
4 2.683331036751543 0.8 0.0 0.2
4 2.90756567028338 0.81 0.0 0.19
4 3.088441219216363 0.82 0.0 0.18
4 3.2069766754393036 0.83 0.0 0.17
5 2.482974713903767 0.78 0.0 0.22
5 2.725240717997788 0.79 0.0 0.21
5 2.9431846438463976 0.79 0.0 0.21
5 3.1183986619471944 0.8 0.0 0.2
5 3.232287401645751 0.81 0.0 0.19
6 2.508686047690407 0.77 0.0 0.23
6 2.7472052228991326 0.78 0.0 0.22
6 2.9614263993777703 0.78 0.0 0.22
6 3.1332302587708267 0.79 0.0 0.21
6 3.2444668178954505 0.8 0.0 0.2
7 2.535032329730554 0.76 0.0 0.24
7 2.7686612067809278 0.76 0.0 0.24
7 2.978113022836243 0.77 0.0 0.23
7 3.145615150719433 0.78 0.0 0.22
7 3.2535320777047754 0.79 0.0 0.21
8 2.5540599067678817 0.75 0.0 0.25
8 2.784900306394825 0.76 0.0 0.24
8 2.9915457107678622 0.77 0.0 0.23
8 3.1567485954899963 0.78 0.0 0.22
8 3.263041426919917 0.79 0.0 0.21
9 2.578830864544332 0.74 0.0 0.26
9 2.805584817692859 0.75 0.0 0.25
9 3.0082336803653082 0.76 0.0 0.24
9 3.169923903498027 0.77 0.0 0.23
9 3.2734981084946004 0.78 0.0 0.22
10 2.5894648577380655 0.73 0.0 0.27
10 2.8136164758334816 0.74 0.0 0.26
10 3.0137952583625665 0.75 0.0 0.25
10 3.1734186468780496 0.76 0.0 0.24
10 3.275556646221865 0.77 0.0 0.23
11 2.607670978155382 0.72 0.0 0.28
11 2.82852295022815 0.73 0.0 0.27
11 3.025538256636528 0.74 0.0 0.26
11 3.1824918541975205 0.76 0.0 0.24
11 3.2829399727208854 0.77 0.0 0.23
12 2.6133663465189136 0.72 0.0 0.28
12 2.8317885231647817 0.73 0.0 0.27
12 3.026721095581274 0.74 0.0 0.26
12 3.182093959945481 0.75 0.0 0.25
12 3.2813158685123933 0.76 0.0 0.24
13 2.6266830294759496 0.71 0.0 0.29
13 2.8422155617864493 0.72 0.0 0.28
13 3.034405055492103 0.73 0.0 0.27
13 3.1875267296678644 0.75 0.0 0.25
13 3.285483108690076 0.76 0.0 0.24
14 2.6329627517921645 0.7 0.0 0.3
14 2.8461862123519683 0.71 0.0 0.29
14 3.036383214084642 0.73 0.0 0.27
14 3.187921039768805 0.74 0.0 0.26
14 3.2846476040081725 0.76 0.0 0.24
15 2.6394167386648535 0.7 0.0 0.3
15 2.850167181860228 0.71 0.0 0.29
15 3.038046452492503 0.72 0.0 0.28
15 3.1879121540987865 0.74 0.0 0.26
15 3.2836755861467246 0.75 0.0 0.25
16 2.6456921459121663 0.69 0.0 0.31
16 2.854320638597499 0.71 0.0 0.29
16 3.040443526547994 0.72 0.0 0.28
16 3.188763699286924 0.73 0.0 0.27
16 3.2836824453292506 0.75 0.0 0.25
17 2.6529225147916735 0.69 0.0 0.31
17 2.8591472853423756 0.7 0.0 0.3
17 3.0429302051755767 0.71 0.0 0.29
17 3.1897095754548137 0.73 0.0 0.27
17 3.2834254259201 0.75 0.0 0.25
18 2.655567451543613 0.68 0.0 0.32
18 2.859909627298105 0.7 0.0 0.3
18 3.0421370547863416 0.71 0.0 0.29
18 3.1875388112004757 0.73 0.0 0.27
18 3.2806080218305773 0.74 0.0 0.26
19 2.6609268795555567 0.68 0.0 0.32
19 2.8628877914736273 0.69 0.0 0.31
19 3.042969872930324 0.71 0.0 0.29
19 3.1868287857045745 0.72 0.0 0.28
19 3.278961859093448 0.74 0.0 0.26
20 2.6638779984349483 0.68 0.0 0.32
20 2.8640432980887165 0.69 0.0 0.31
20 3.0424751387349858 0.7 0.0 0.3
20 3.1851128434813987 0.72 0.0 0.28
20 3.276393257059303 0.74 0.0 0.26
