1500471337 44183 715399 16.191725 9088 3011 8401 13287 3688 5377 12882.561189 4366.038273 33.953698 15.221999 86.956345 53.698966 0.037251 5075915 903859 
1501076137 44548 725567 16.287308 9122 3015 8484 13371 3721 5440 12988.836962 4444.335705 34.389049 15.450878 87.766889 54.394649 0.037258 5217761 932398 
1501680937 44943 736989 16.398305 9160 3020 8558 13465 3759 5491 13122.232806 4528.988385 34.867684 15.710907 88.543261 55.045013 0.037326 5373955 964420 
1502285737 45644 748947 16.408444 9213 3028 8713 13708 3815 5594 13197.314455 4584.025743 35.335741 15.980223 89.293907 55.703712 0.037307 5537959 995475 
1502890537 46738 764786 16.363259 9342 3035 8945 14137 3927 5703 13263.197783 4634.314434 35.846267 16.315702 90.113854 56.554284 0.037311 5737654 1034930 
1503495337 50541 795303 15.735799 9765 3046 9816 15494 4274 6253 13002.087157 4490.571674 36.406077 16.763847 91.253504 57.802632 0.036557 5970450 1080579 
1504100137 52620 821831 15.618225 9946 3056 10240 16200 4437 6513 13090.340384 4496.427233 37.046180 17.097405 92.580655 58.786256 0.036286 6217334 1124198 
1504704937 55095 850617 15.439096 10567 3069 10705 17061 4621 6861 13248.126926 4490.230130 37.268182 17.385582 93.131077 59.804824 0.036592 6465240 1171908 
1505309737 56825 880031 15.486687 10889 3086 10996 17635 4740 7026 13478.948438 4554.689151 37.748995 17.723048 94.065058 60.675741 0.036560 6730104 1224697 
1505914537 58007 903931 15.583137 11126 3095 11251 18041 4832 7163 13700.850673 4642.470064 38.215718 18.040250 94.799995 61.533988 0.036562 6977808 1274963 
1506519337 58816 927377 15.767427 11264 3110 11362 18261 4910 7295 13950.162660 4776.821834 38.851768 18.414007 95.872621 62.455858 0.036629 7262949 1336713 
1507124137 59411 949977 15.989918 11340 3123 11457 18401 4962 7397 14217.725623 4925.739863 39.589849 18.817836 97.043265 63.423168 0.036600 7561389 1398943 
1507728937 59860 969713 16.199683 11426 3130 11533 18511 5007 7438 14475.826946 5070.422102 40.288043 19.238013 98.275655 64.549068 0.036680 7844301 1461000 
1508333737 60356 988254 16.373749 11491 3137 11639 18664 5041 7479 14690.516701 5199.037809 40.970425 19.608235 99.412606 65.490032 0.036666 8132106 1521713 
1508938537 60794 1005938 16.546666 11558 3153 11726 18795 5076 7519 14904.018225 5328.581867 41.614456 19.985601 100.439251 66.445100 0.036679 8415306 1585261 
1509543337 61437 1023571 16.660498 11679 3160 11850 19036 5128 7582 15074.680616 5436.289321 42.197604 20.383327 101.509855 67.500957 0.036734 8700716 1649563 
1510148137 62317 1044942 16.768169 11822 3168 12047 19334 5206 7707 15271.092864 5549.729640 42.881018 20.841194 102.689454 68.693129 0.036756 9036698 1725146 
1510752937 62913 1064513 16.920398 11882 3173 12116 19550 5254 7786 15466.548138 5676.926025 43.605126 21.284148 103.808711 69.710323 0.036864 9361812 1799583 
1511357737 65321 1094930 16.762297 12026 3194 12669 20383 5510 8065 15359.245694 5696.466343 44.426882 21.842369 105.265945 71.025928 0.036134 9711134 1877197 
1511962537 66959 1125127 16.803223 12253 3206 12961 20863 5645 8285 15462.235024 5777.601592 45.106706 22.308851 106.600617 72.081407 0.035824 10046762 1952242 
1512567337 68174 1157784 16.982779 12457 3215 13220 21176 5770 8440 15735.277261 5924.643911 45.874329 22.770254 108.105679 73.193817 0.035679 10460744 2039617 
1513172137 69235 1187341 17.149433 12649 3221 13376 21500 5845 8547 15996.231343 6066.050220 46.720220 23.318348 109.959670 74.656500 0.035571 10878917 2135193 
1513776937 73254 1227595 16.758061 12956 3229 14267 23000 6222 9082 15740.093770 5976.520149 47.538327 23.865247 111.795045 76.011556 0.034641 11264228 2220253 
1514381737 75798 1265253 16.692433 13212 3239 14767 23819 6422 9386 15765.988298 6009.457255 48.188539 24.265467 113.322080 77.078495 0.034238 11598959 2296497 
1514986537 77125 1296815 16.814457 13384 3245 14958 24235 6526 9566 15961.642178 6105.940966 48.854584 24.593164 115.035896 77.988936 0.034125 11944209 2369370 
1515591337 78420 1328662 16.942897 13522 3265 15195 24589 6637 9734 16164.444606 6217.107243 49.546346 24.925665 116.953749 79.024584 0.034068 12341673 2450724 
1516196137 80823 1371583 16.970207 13785 3289 15592 25316 6845 10073 16301.724571 6309.011853 50.304310 25.335672 118.897956 80.209442 0.033952 12800427 2544358 
1516800937 82113 1408503 17.153228 13927 3310 15778 25726 6955 10183 16565.386955 6464.071085 51.173624 25.788669 121.014647 81.471176 0.033875 13262870 2642619 
1517405737 83193 1443227 17.347938 14159 3341 15952 26040 7035 10284 16875.891758 6625.248434 51.984889 26.217719 122.983031 82.623768 0.033939 13743442 2747978 
1518010537 84131 1477391 17.560602 14253 3362 16095 26294 7095 10396 17176.424707 6804.763654 52.861314 26.628995 125.080683 83.756605 0.034004 14268992 2855983 
1518615337 84945 1507446 17.746142 14392 3377 16192 26529 7168 10503 17465.148720 6962.577150 53.604630 26.961193 126.974961 84.672244 0.034053 14739878 2950590 
1519220137 86000 1540955 17.918081 14526 3396 16353 26851 7253 10627 17742.113314 7119.012105 54.445463 27.350009 128.840799 85.728185 0.034098 15264395 3057191 
1519824937 87884 1580467 17.983558 14732 3432 16719 27431 7428 10857 17987.158243 7229.675356 55.233364 27.765523 130.676555 86.854607 0.034047 15797709 3165449 
1520429737 92315 1632133 17.680041 15155 3454 17591 29097 7845 11423 17902.580458 7171.645897 56.037370 28.241539 132.721903 88.172120 0.033390 16315479 3271215 
1521034537 93847 1675141 17.849702 15367 3487 17825 29545 7948 11588 18227.657624 7318.236246 56.831462 28.596021 134.695177 89.050864 0.033297 16864155 3378149 
1521639337 95539 1717830 17.980406 15574 3502 18116 30059 8107 11840 18488.118507 7468.517359 57.750072 29.030714 136.682682 90.061379 0.033232 17445646 3500532 
1522244137 97405 1762275 18.092244 15826 3529 18472 30692 8244 12049 18770.166552 7608.272173 58.720056 29.477282 138.940432 91.300547 0.033095 18076223 3623862 
1522848937 98942 1803367 18.226506 15973 3540 18781 31225 8353 12198 19034.440066 7755.861869 59.649592 29.878665 140.939778 92.305499 0.032992 18681779 3746312 
1523453737 100964 1847504 18.298641 16166 3557 19149 31923 8527 12434 19242.241809 7878.172002 60.549356 30.329716 142.775513 93.342608 0.032907 19305902 3874140 
1524058537 102377 1889104 18.452426 16331 3569 19401 32372 8626 12599 19539.370542 8043.102943 61.493994 30.797481 144.720635 94.441881 0.032908 19961544 4013495 
1524663337 103252 1926782 18.660965 16457 3591 19561 32589 8660 12683 19885.190447 8223.588347 62.382664 31.236900 146.535557 95.422914 0.033003 20581550 4144678 
1525268137 103995 1962172 18.867946 16589 3609 19676 32807 8729 12782 20227.895457 8410.660859 63.231775 31.662931 148.203847 96.375751 0.033061 21206143 4277498 
1525872937 104104 1967928 18.903481 16639 3614 19692 32839 8735 12804 20300.080535 8443.168774 63.356874 31.726617 148.421902 96.541436 0.033109 21315306 4300787 
