1 0.8 3.5372876985689587 0.77 0.0 0.23
1 0.9 3.5678795948667297 0.76 0.01 0.23
1 1.0 3.5831210205336355 0.72 0.05 0.23
1 1.1 3.5885993940346306 0.68 0.09 0.23
1 1.2 3.5851908872903353 0.65 0.12 0.23
1 1.3 3.5740325252058427 0.61 0.16 0.23
1 1.4 3.555858814174114 0.58 0.19 0.23
1 1.5 3.53167645468643 0.55 0.22 0.23
2 0.8 5.284155719588159 0.64 0.0 0.36
2 0.9 5.3110526026360425 0.61 0.03 0.36
2 1.0 5.326094331819716 0.57 0.07 0.36
2 1.1 5.330940409224938 0.54 0.1 0.36
2 1.2 5.326304062779195 0.51 0.13 0.36
2 1.3 5.313346570706848 0.49 0.16 0.35
2 1.4 5.292962553314785 0.46 0.19 0.35
2 1.5 5.26600298507558 0.43 0.22 0.35
3 0.8 6.669603285153946 0.55 0.01 0.44
3 0.9 6.695217537445879 0.52 0.04 0.44
3 1.0 6.7096320901057815 0.49 0.07 0.44
3 1.1 6.71402899785308 0.46 0.1 0.44
3 1.2 6.709230975471567 0.43 0.13 0.44
3 1.3 6.696093770211382 0.41 0.16 0.43
3 1.4 6.675622930465109 0.39 0.18 0.43
3 1.5 6.648625174709975 0.36 0.21 0.43
4 0.8 7.737763548585502 0.49 0.02 0.49
4 0.9 7.762381423301828 0.46 0.05 0.49
4 1.0 7.776440997269319 0.43 0.08 0.49
4 1.1 7.78070307455194 0.4 0.11 0.49
4 1.2 7.776367401855251 0.38 0.13 0.49
4 1.3 7.763857995035092 0.36 0.15 0.49
4 1.4 7.744303176678039 0.34 0.17 0.49
4 1.5 7.7186658019785686 0.32 0.19 0.49
5 0.8 8.49653742159476 0.45 0.02 0.53
5 0.9 8.520136309998607 0.41 0.06 0.53
5 1.0 8.534193184885332 0.39 0.08 0.53
5 1.1 8.538922586821744 0.36 0.11 0.53
5 1.2 8.535501206679774 0.34 0.13 0.53
5 1.3 8.524483176401034 0.32 0.15 0.53
5 1.4 8.506748042484816 0.3 0.17 0.53
5 1.5 8.483018467475825 0.28 0.19 0.53
6 0.8 9.034557878255933 0.4 0.03 0.57
6 0.9 9.056907021608414 0.37 0.06 0.57
6 1.0 9.070237492756808 0.36 0.08 0.56
6 1.1 9.075271403406099 0.33 0.11 0.56
6 1.2 9.072541360046252 0.31 0.13 0.56
6 1.3 9.062616828790713 0.29 0.15 0.56
6 1.4 9.046421649189831 0.28 0.16 0.56
6 1.5 9.024851903507688 0.26 0.18 0.56
7 0.8 9.394035107477658 0.38 0.03 0.59
7 0.9 9.416090892850606 0.35 0.06 0.59
7 1.0 9.429404719684252 0.33 0.08 0.59
7 1.1 9.434760761091225 0.31 0.1 0.59
7 1.2 9.4329789434462 0.29 0.12 0.59
7 1.3 9.424586732344775 0.27 0.14 0.59
7 1.4 9.40993839740251 0.25 0.16 0.59
7 1.5 9.390183439550144 0.24 0.17 0.59
8 0.8 9.632532700587852 0.36 0.03 0.61
8 0.9 9.654269267895193 0.33 0.06 0.61
8 1.0 9.667621969867895 0.31 0.08 0.61
8 1.1 9.673554217638666 0.29 0.1 0.61
8 1.2 9.672630993091355 0.27 0.12 0.61
8 1.3 9.665155729719014 0.25 0.14 0.61
8 1.4 9.65225749496363 0.24 0.15 0.61
8 1.5 9.634233954149597 0.23 0.17 0.6
9 0.8 9.778716301836246 0.33 0.04 0.63
9 0.9 9.800007225839147 0.32 0.06 0.62
9 1.0 9.813575338520943 0.3 0.08 0.62
9 1.1 9.820195741745291 0.28 0.1 0.62
9 1.2 9.820250423463603 0.26 0.12 0.62
9 1.3 9.813883441758197 0.24 0.14 0.62
9 1.4 9.802786229558206 0.23 0.15 0.62
9 1.5 9.78626079971603 0.22 0.16 0.62
10 0.8 9.847773937741549 0.32 0.04 0.64
10 0.9 9.86850285289401 0.3 0.06 0.64
10 1.0 9.881931792062481 0.28 0.08 0.64
10 1.1 9.888613698082375 0.26 0.1 0.64
10 1.2 9.88887279063428 0.25 0.12 0.63
10 1.3 9.883775444452304 0.23 0.13 0.64
10 1.4 9.873520649806924 0.22 0.15 0.63
10 1.5 9.858728887590058 0.21 0.16 0.63
11 0.8 9.85019776376428 0.31 0.04 0.65
11 0.9 9.870590315297157 0.29 0.06 0.65
11 1.0 9.884083450687797 0.27 0.08 0.65
11 1.1 9.89103480809549 0.25 0.1 0.65
11 1.2 9.892045403293517 0.24 0.11 0.65
11 1.3 9.887793193357238 0.23 0.13 0.64
11 1.4 9.878368845115244 0.21 0.14 0.65
11 1.5 9.864716480634568 0.2 0.16 0.64
12 0.8 9.814336989559978 0.3 0.04 0.66
12 0.9 9.83433761305283 0.28 0.06 0.66
12 1.0 9.847733853057944 0.26 0.08 0.66
12 1.1 9.854906089121103 0.25 0.1 0.65
12 1.2 9.85661332711951 0.24 0.11 0.65
12 1.3 9.853254157976103 0.22 0.13 0.65
12 1.4 9.84507616523735 0.21 0.14 0.65
12 1.5 9.83231901654365 0.2 0.15 0.65
13 0.8 9.751028982577633 0.3 0.04 0.66
13 0.9 9.771018871869215 0.28 0.06 0.66
13 1.0 9.784704230277521 0.26 0.08 0.66
13 1.1 9.792207772438276 0.24 0.1 0.66
13 1.2 9.794719146225088 0.23 0.11 0.66
13 1.3 9.791538578947977 0.22 0.12 0.66
13 1.4 9.78418456346688 0.2 0.14 0.66
13 1.5 9.772580678874885 0.19 0.15 0.66
14 0.8 9.660545562037116 0.29 0.04 0.67
14 0.9 9.680158702516104 0.27 0.06 0.67
14 1.0 9.693642506683517 0.25 0.08 0.67
14 1.1 9.701363223886267 0.24 0.09 0.67
14 1.2 9.704083596504184 0.22 0.11 0.67
14 1.3 9.701746718545104 0.21 0.12 0.67
14 1.4 9.694691482848858 0.2 0.13 0.67
14 1.5 9.683639204496668 0.19 0.15 0.66
15 0.8 9.557342934741941 0.28 0.04 0.68
15 0.9 9.576476648714978 0.26 0.06 0.68
15 1.0 9.589986053591984 0.25 0.08 0.67
15 1.1 9.598004525640212 0.24 0.09 0.67
15 1.2 9.601273907157783 0.22 0.11 0.67
15 1.3 9.599617485237152 0.21 0.12 0.67
15 1.4 9.593402136076751 0.2 0.13 0.67
15 1.5 9.583202726574227 0.19 0.14 0.67
16 0.8 9.451494050086515 0.28 0.04 0.68
16 0.9 9.470642567817206 0.26 0.06 0.68
16 1.0 9.484001840497603 0.24 0.08 0.68
16 1.1 9.492438897759271 0.23 0.09 0.68
16 1.2 9.495413530529452 0.21 0.11 0.68
16 1.3 9.49438919394423 0.2 0.12 0.68
16 1.4 9.488911129583258 0.19 0.13 0.68
16 1.5 9.479503555633562 0.18 0.14 0.68
17 0.8 9.332875720067202 0.28 0.04 0.68
17 0.9 9.35205288277781 0.26 0.06 0.68
17 1.0 9.365598109292728 0.24 0.08 0.68
17 1.1 9.37441594494195 0.23 0.09 0.68
17 1.2 9.377796663693587 0.21 0.11 0.68
17 1.3 9.377372883058229 0.2 0.12 0.68
17 1.4 9.372586334658697 0.19 0.13 0.68
17 1.5 9.363931492245584 0.18 0.14 0.68
18 0.8 9.212196746616238 0.27 0.04 0.69
18 0.9 9.230831697251663 0.25 0.06 0.69
18 1.0 9.244059197256686 0.24 0.07 0.69
18 1.1 9.252800734916008 0.22 0.09 0.69
18 1.2 9.25649760112648 0.21 0.1 0.69
18 1.3 9.256425047205978 0.2 0.12 0.68
18 1.4 9.252214077304677 0.19 0.13 0.68
18 1.5 9.244218980160307 0.18 0.14 0.68
19 0.8 9.099667283791538 0.27 0.04 0.69
19 0.9 9.118220718588702 0.25 0.06 0.69
19 1.0 9.131570904785118 0.24 0.07 0.69
19 1.1 9.140447500373302 0.22 0.09 0.69
19 1.2 9.144493530690081 0.21 0.1 0.69
19 1.3 9.144105392087958 0.2 0.11 0.69
19 1.4 9.139876740649157 0.19 0.13 0.68
19 1.5 9.132449646715248 0.18 0.14 0.68
20 0.8 8.987134789015775 0.27 0.04 0.69
20 0.9 9.005614862827725 0.25 0.06 0.69
20 1.0 9.019097557203894 0.24 0.07 0.69
20 1.1 9.028081092416096 0.22 0.09 0.69
20 1.2 9.032451624922437 0.21 0.1 0.69
20 1.3 9.032471997214444 0.2 0.11 0.69
20 1.4 9.02864355383448 0.19 0.12 0.69
20 1.5 9.02136390272977 0.18 0.13 0.69
