1 0.8 3.8549010949751965 0.75 0.0 0.25
1 0.9 3.8897959774510094 0.76 0.0 0.24
1 1.0 3.9048700864238457 0.72 0.04 0.24
1 1.1 3.9084270945615995 0.69 0.07 0.24
1 1.2 3.9020970601135536 0.65 0.11 0.24
1 1.3 3.886920887285837 0.61 0.15 0.24
1 1.4 3.8642660443136796 0.58 0.18 0.24
1 1.5 3.8351139150852163 0.54 0.22 0.24
2 0.8 5.986073458157533 0.62 0.0 0.38
2 0.9 6.014637926593124 0.6 0.02 0.38
2 1.0 6.027277051145569 0.57 0.05 0.38
2 1.1 6.027659945475212 0.53 0.09 0.38
2 1.2 6.0175359626105545 0.51 0.12 0.37
2 1.3 5.9980811679341794 0.48 0.15 0.37
2 1.4 5.970515867542389 0.45 0.18 0.37
2 1.5 5.935968180260655 0.42 0.21 0.37
3 0.8 7.703538872341353 0.54 0.0 0.46
3 0.9 7.729038206986436 0.51 0.03 0.46
3 1.0 7.740571932716086 0.48 0.06 0.46
3 1.1 7.739801250210746 0.45 0.09 0.46
3 1.2 7.728126066640455 0.42 0.12 0.46
3 1.3 7.707442593838089 0.4 0.14 0.46
3 1.4 7.678217458147752 0.38 0.17 0.45
3 1.5 7.64234393422193 0.35 0.19 0.46
4 0.8 9.130795901117997 0.48 0.0 0.52
4 0.9 9.154640815409252 0.45 0.03 0.52
4 1.0 9.165202892034994 0.42 0.06 0.52
4 1.1 9.163668917059667 0.39 0.09 0.52
4 1.2 9.15176055840328 0.37 0.11 0.52
4 1.3 9.130475978955689 0.35 0.13 0.52
4 1.4 9.101683241829729 0.33 0.16 0.51
4 1.5 9.066089854342444 0.31 0.18 0.51
5 0.8 10.160131172960153 0.43 0.01 0.56
5 0.9 10.1825147857021 0.4 0.04 0.56
5 1.0 10.192129060799413 0.38 0.06 0.56
5 1.1 10.190712640746272 0.35 0.09 0.56
5 1.2 10.179371878010096 0.33 0.11 0.56
5 1.3 10.159216884776466 0.31 0.13 0.56
5 1.4 10.131445898422404 0.29 0.15 0.56
5 1.5 10.097050922259655 0.27 0.17 0.56
6 0.8 10.913642534888865 0.39 0.02 0.59
6 0.9 10.934162918548795 0.37 0.04 0.59
6 1.0 10.94277162513777 0.34 0.07 0.59
6 1.1 10.94129355579315 0.32 0.09 0.59
6 1.2 10.93048233354004 0.3 0.11 0.59
6 1.3 10.911506071625173 0.28 0.13 0.59
6 1.4 10.88527736154753 0.26 0.15 0.59
6 1.5 10.853394477262395 0.25 0.16 0.59
7 0.8 11.440154043417975 0.36 0.02 0.62
7 0.9 11.459942196092783 0.34 0.04 0.62
7 1.0 11.469377393020588 0.31 0.07 0.62
7 1.1 11.468992407125326 0.29 0.09 0.62
7 1.2 11.459755443932348 0.27 0.11 0.62
7 1.3 11.443336235142974 0.26 0.12 0.62
7 1.4 11.420004642475803 0.24 0.14 0.62
7 1.5 11.390409412698636 0.23 0.15 0.62
8 0.8 11.829800654898968 0.34 0.02 0.64
